index,y_hat,labels,y_hat_1,labels_1,y_hat_2,labels_2,y_hat_3,labels_3,y,anomalies,y_hat_6
2022-12-07 05:00:00,21040.46910572089,0,23346.244960854998,0,23346.244960854998,0,23346.244960854998,0,22166.50518332337,0,23346.244960854998
2022-12-07 06:00:00,20184.70469831524,0,22490.480553449346,0,22490.480553449346,0,22490.480553449346,0,21310.74077591772,0,22490.480553449346
2022-12-07 07:00:00,19284.916706553304,0,21590.69256168741,0,21590.69256168741,0,21590.69256168741,0,20410.952784155783,0,21590.69256168741
2022-12-07 08:00:00,19390.64386586005,0,21696.419720994156,0,21696.419720994156,0,21696.419720994156,0,20516.679943462528,0,21696.419720994156
2022-12-07 09:00:00,19974.63409656848,0,22280.409951702586,0,22280.409951702586,0,22280.409951702586,0,21100.67017417096,0,22280.409951702586
2022-12-07 10:00:00,20384.64668722635,0,22690.42254236046,0,22690.42254236046,0,22690.42254236046,0,21510.68276482883,0,22690.42254236046
2022-12-07 11:00:00,20860.44367099577,0,23166.219526129877,0,23166.219526129877,0,23166.219526129877,0,21986.47974859825,0,23166.219526129877
2022-12-07 12:00:00,21664.79054363185,0,23970.566398765957,0,23970.566398765957,0,23970.566398765957,0,22790.82662123433,0,23970.566398765957
2022-12-07 13:00:00,22590.42876849661,0,24896.204623630718,0,24896.204623630718,0,24896.204623630718,0,23716.46484609909,0,24896.204623630718
2022-12-07 14:00:00,23501.990550959144,0,25807.76640609325,0,25807.76640609325,0,25807.76640609325,0,24628.026628561624,0,25807.76640609325
2022-12-07 15:00:00,23831.02414344121,0,26136.799998575316,0,26136.799998575316,0,26136.799998575316,0,24957.06022104369,0,26136.799998575316
2022-12-07 16:00:00,24043.37576417196,0,26349.151619306067,0,26349.151619306067,0,26349.151619306067,0,25169.41184177444,0,26349.151619306067
2022-12-07 17:00:00,23519.836766693064,0,25825.61262182717,0,25825.61262182717,0,25825.61262182717,0,24645.872844295543,0,25825.61262182717
2022-12-07 18:00:00,22770.497712609413,0,25076.27356774352,0,25076.27356774352,0,25076.27356774352,0,23896.53379021189,0,25076.27356774352
2022-12-07 19:00:00,20917.99181596192,0,23223.767671096026,0,23223.767671096026,0,23223.767671096026,0,22044.0278935644,0,23223.767671096026
2022-12-07 20:00:00,18930.38960041791,0,21236.165455552018,0,21236.165455552018,0,21236.165455552018,0,20056.42567802039,0,21236.165455552018
2022-12-07 21:00:00,18403.724492081907,0,20709.500347216013,0,20709.500347216013,0,20709.500347216013,0,19529.760569684386,0,20709.500347216013
2022-12-07 22:00:00,18694.54480029902,0,21000.320655433126,0,21000.320655433126,0,21000.320655433126,0,19820.5808779015,0,21000.320655433126
2022-12-07 23:00:00,19240.372051568855,0,21546.14790670296,0,21546.14790670296,0,21546.14790670296,0,20366.408129171334,0,21546.14790670296
2022-12-08 00:00:00,18909.01336460524,0,21214.78921973935,0,21214.78921973935,0,21214.78921973935,0,20035.04944220772,0,21214.78921973935
